k-point #     1:    0.000000    0.000000    0.000000    0.083333
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  29     0.36370    0.68595    0.12627   -0.52538   -0.27918   -0.84762    0.32225   -0.23743    0.67989
  30     0.36370    0.68595    0.12590   -0.52538   -0.27933   -0.84762    0.32225   -0.23780    0.67374
  31     0.45881    0.77531    0.21854   -0.61644   -0.27655   -0.93294    0.31650   -0.24027    0.66187
  32     0.45881    0.77531    0.21834   -0.61644   -0.27694   -0.93294    0.31650   -0.24047    0.66354
 
k-point #     4:    0.000000    0.500000    0.333333    0.333333
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.13236   -0.05542   -0.15595   -0.89424    0.15595   -0.70646   -0.18778   -0.28831    0.67834
  21     0.16505    0.00439   -0.12167   -0.91233    0.13203   -0.75167   -0.16066   -0.28672    0.69857
  22     0.16505    0.00439   -0.12173   -0.91233    0.13196   -0.75167   -0.16066   -0.28678    0.69924
  23     0.19539    0.02766   -0.09128   -0.91266    0.13895   -0.74493   -0.16773   -0.28667    0.69333
  24     0.19539    0.02766   -0.09127   -0.91266    0.13890   -0.74493   -0.16773   -0.28666    0.69181
  25     0.31548    0.61706    0.08048   -0.49833   -0.25691   -0.79991    0.30158   -0.23500    0.70999
  26     0.31548    0.61706    0.08047   -0.49833   -0.25692   -0.79991    0.30158   -0.23501    0.70989
  27     0.35167    0.69049    0.11927   -0.51839   -0.28882   -0.85721    0.33881   -0.23241    0.68619
  28     0.35167    0.69049    0.11923   -0.51839   -0.28900   -0.85721    0.33881   -0.23245    0.68786
  29     0.37171    0.69107    0.13349   -0.54409   -0.27693   -0.86345    0.31936   -0.23822    0.67166
  30     0.37171    0.69107    0.13362   -0.54409   -0.27685   -0.86345    0.31936   -0.23810    0.67333
  31     0.41618    0.73113    0.18195   -0.59718   -0.26823   -0.91214    0.31496   -0.23422    0.69539
  32     0.41618    0.73113    0.18209   -0.59718   -0.26807   -0.91214    0.31496   -0.23408    0.69597
 
k-point #     5:    0.500000    0.500000    0.000000    0.083333
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.15124   -0.00771   -0.13012   -0.86592    0.13699   -0.70696   -0.15895   -0.28136    0.66670
  21     0.18436    0.00379   -0.10853   -0.95686    0.14385   -0.77629   -0.18056   -0.29289    0.71289
  22     0.18436    0.00379   -0.10876   -0.95686    0.14357   -0.77629   -0.18056   -0.29312    0.71375
  23     0.19268    0.02335   -0.09820   -0.94932    0.13567   -0.77999   -0.16933   -0.29088    0.71782
  24     0.19268    0.02335   -0.09803   -0.94932    0.13586   -0.77999   -0.16933   -0.29071    0.71683
  25     0.30114    0.61164    0.07089   -0.48694   -0.26002   -0.79744    0.31051   -0.23025    0.72238
  26     0.30114    0.61164    0.07094   -0.48694   -0.26007   -0.79744    0.31051   -0.23020    0.72403
  27     0.32478    0.65582    0.09349   -0.49988   -0.28061   -0.83091    0.33103   -0.23129    0.70248
  28     0.32478    0.65582    0.09365   -0.49988   -0.28038   -0.83091    0.33103   -0.23113    0.70251
  29     0.37402    0.68631    0.13407   -0.55578   -0.27204   -0.86806    0.31228   -0.23996    0.66486
  30     0.37402    0.68631    0.13402   -0.55578   -0.27201   -0.86806    0.31228   -0.24000    0.66344
  31     0.44790    0.77463    0.20795   -0.57904   -0.28629   -0.90578    0.32674   -0.23995    0.66174
  32     0.44790    0.77463    0.20772   -0.57904   -0.28646   -0.90578    0.32674   -0.24018    0.65890
 
k-point #     6:    0.500000    0.500000    0.333333    0.166667
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  20     0.14739   -0.01336   -0.13881   -0.93146    0.13289   -0.77071   -0.16075   -0.28620    0.69949
  21     0.17453    0.01710   -0.10854   -0.88366    0.13349   -0.72622   -0.15744   -0.28308    0.68303
  22     0.17453    0.01710   -0.10877   -0.88366    0.13319   -0.72622   -0.15744   -0.28331    0.68419
  23     0.19664    0.02185   -0.09386   -0.94636    0.14150   -0.77156   -0.17479   -0.29050    0.71439
  24     0.19664    0.02185   -0.09436   -0.94636    0.14138   -0.77156   -0.17479   -0.29100    0.72680
  25     0.34102    0.68239    0.11072   -0.50638   -0.28899   -0.84775    0.34138   -0.23030    0.69515
  26     0.34102    0.68239    0.11058   -0.50638   -0.28917   -0.84775    0.34138   -0.23043    0.69494
  27     0.34139    0.64160    0.10325   -0.52456   -0.25889   -0.82477    0.30021   -0.23814    0.69160
  28     0.34139    0.64160    0.10331   -0.52456   -0.25881   -0.82477    0.30021   -0.23807    0.69185
  29     0.34369    0.65193    0.10737   -0.51323   -0.26442   -0.82147    0.30824   -0.23633    0.69352
  30     0.34369    0.65193    0.10760   -0.51323   -0.26427   -0.82147    0.30824   -0.23610    0.69640
  31     0.45292    0.76638    0.21478   -0.61209   -0.27112   -0.92556    0.31347   -0.23814    0.67487
  32     0.45292    0.76638    0.21502   -0.61209   -0.27076   -0.92556    0.31347   -0.23789    0.67492
 
