k-point #     1:    0.000000    0.000000    0.000000    0.004630
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.17088   -0.03969   -0.26730   -0.88252    0.15465   -0.67195   -0.21057   -0.43818    0.69506
  17     0.17088   -0.03969   -0.26725   -0.88252    0.15469   -0.67195   -0.21057   -0.43813    0.69479
  18     0.22003    0.01512   -0.22489   -0.90599    0.14192   -0.70107   -0.20491   -0.44493    0.72420
  19     0.26075    0.05960   -0.18624   -0.93295    0.13667   -0.73180   -0.20115   -0.44699    0.73936
  20     0.28099    0.09595   -0.16500   -0.92184    0.12268   -0.73681   -0.18503   -0.44599    0.74859
  21     0.28099    0.09595   -0.16498   -0.92184    0.12269   -0.73681   -0.18503   -0.44597    0.74847
  22     0.48976    0.73445    0.11475   -0.42494   -0.21391   -0.66963    0.24469   -0.37501    0.78933
  23     0.48976    0.73445    0.11475   -0.42494   -0.21391   -0.66963    0.24469   -0.37501    0.78932
  24     0.57110    0.80453    0.19348   -0.42124   -0.20631   -0.65467    0.23343   -0.37762    0.79951
  25     0.65689    0.92541    0.27979   -0.54473   -0.23872   -0.81325    0.26853   -0.37710    0.74519
  26     0.65689    0.92541    0.27978   -0.54473   -0.23874   -0.81325    0.26853   -0.37711    0.74512
 
k-point #     4:    0.000000    0.000000    0.500000    0.018519
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.17961   -0.02516   -0.25893   -0.87284    0.14893   -0.66807   -0.20477   -0.43853    0.70244
  17     0.17961   -0.02516   -0.25888   -0.87284    0.14897   -0.66807   -0.20477   -0.43848    0.70213
  18     0.24313    0.04267   -0.20434   -0.89656    0.13521   -0.69611   -0.20046   -0.44747    0.73814
  19     0.24574    0.03771   -0.20077   -0.93640    0.14357   -0.72837   -0.20803   -0.44651    0.73227
  20     0.27700    0.08015   -0.17096   -0.94830    0.13150   -0.75145   -0.19684   -0.44796    0.74457
  21     0.27700    0.08015   -0.17095   -0.94830    0.13151   -0.75145   -0.19684   -0.44794    0.74449
  22     0.48492    0.73688    0.11210   -0.39993   -0.21861   -0.65189    0.25196   -0.37281    0.79451
  23     0.48492    0.73688    0.11210   -0.39993   -0.21861   -0.65189    0.25196   -0.37281    0.79451
  24     0.56598    0.82322    0.19360   -0.49721   -0.22306   -0.75445    0.25724   -0.37238    0.78775
  25     0.65434    0.92333    0.27671   -0.55097   -0.23976   -0.81996    0.26899   -0.37764    0.74139
  26     0.65434    0.92333    0.27670   -0.55097   -0.23977   -0.81996    0.26899   -0.37765    0.74133
 
k-point #     5:    0.000000    0.166667    0.166667    0.027778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.15427   -0.06441   -0.28293   -0.89059    0.16319   -0.67191   -0.21868   -0.43720    0.68291
  17     0.15427   -0.06441   -0.28289   -0.89059    0.16323   -0.67191   -0.21868   -0.43716    0.68271
  18     0.18191   -0.02890   -0.25757   -0.89984    0.15340   -0.68903   -0.21082   -0.43948    0.69975
  19     0.24768    0.06345   -0.19617   -0.87137    0.12420   -0.68714   -0.18423   -0.44385    0.74205
  20     0.31998    0.13512   -0.12775   -0.96351    0.12059   -0.77865   -0.18486   -0.44773    0.75347
  21     0.31998    0.13512   -0.12775   -0.96351    0.12060   -0.77865   -0.18486   -0.44773    0.75342
  22     0.47163    0.72164    0.09899   -0.38383   -0.21664   -0.63383    0.25000   -0.37265    0.79905
  23     0.48572    0.72020    0.10863   -0.43698   -0.20635   -0.67146    0.23448   -0.37710    0.78960
  24     0.61618    0.81336    0.22700   -0.30054   -0.18469   -0.49771    0.19718   -0.38918    0.81107
  25     0.65568    0.92161    0.27921   -0.52281   -0.23561   -0.78875    0.26593   -0.37646    0.75343
  26     0.65568    0.92161    0.27920   -0.52281   -0.23562   -0.78875    0.26593   -0.37647    0.75339
 
k-point #     6:    0.000000    0.166667    0.333333    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.16977   -0.04243   -0.26929   -0.88176    0.15502   -0.66956   -0.21220   -0.43906    0.69523
  17     0.17158   -0.04169   -0.26762   -0.89220    0.15585   -0.67893   -0.21327   -0.43920    0.69475
  18     0.21030    0.00947   -0.23274   -0.87685    0.14029   -0.67603   -0.20083   -0.44304    0.72238
  19     0.23170    0.03333   -0.21199   -0.91549    0.13744   -0.71712   -0.19837   -0.44369    0.72852
  20     0.30303    0.11880   -0.14353   -0.94735    0.12134   -0.76311   -0.18423   -0.44656    0.75138
  21     0.30611    0.12037   -0.14100   -0.95441    0.12214   -0.76866   -0.18575   -0.44711    0.75161
  22     0.48605    0.74145    0.11353   -0.39636   -0.22160   -0.65176    0.25540   -0.37252    0.79258
  23     0.49605    0.72859    0.11773   -0.44910   -0.20580   -0.68164    0.23254   -0.37832    0.78462
  24     0.59206    0.82831    0.21401   -0.42887   -0.20942   -0.66512    0.23625   -0.37805    0.79206
  25     0.63814    0.89918    0.26199   -0.51885   -0.23054   -0.77990    0.26105   -0.37615    0.75903
  26     0.64227    0.90015    0.26437   -0.52802   -0.22957   -0.78589    0.25788   -0.37790    0.75612
 
k-point #     7:    0.000000    0.166667    0.500000    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.16898   -0.03880   -0.27044   -0.85724    0.15045   -0.64946   -0.20779   -0.43942    0.69961
  17     0.18903   -0.01557   -0.25112   -0.88324    0.14689   -0.67864   -0.20460   -0.44016    0.70788
  18     0.21179   -0.00216   -0.23284   -0.91710    0.15078   -0.70316   -0.21395   -0.44464    0.71762
  19     0.27120    0.08032   -0.17522   -0.91952    0.12765   -0.72864   -0.19088   -0.44643    0.74518
  20     0.27828    0.08464   -0.16873   -0.94507    0.12957   -0.75143   -0.19364   -0.44701    0.74460
  21     0.29085    0.10341   -0.15549   -0.94562    0.12462   -0.75818   -0.18744   -0.44634    0.74869
  22     0.49028    0.72539    0.11323   -0.42731   -0.20695   -0.66242    0.23511   -0.37705    0.79037
  23     0.49304    0.74989    0.12049   -0.40191   -0.22299   -0.65876    0.25685   -0.37255    0.79028
  24     0.56754    0.82027    0.19430   -0.48895   -0.21970   -0.74169    0.25273   -0.37324    0.78919
  25     0.62527    0.87712    0.24690   -0.50335   -0.22434   -0.75520    0.25185   -0.37837    0.76117
  26     0.64032    0.90388    0.26344   -0.53971   -0.23368   -0.80328    0.26356   -0.37688    0.75056
 
k-point #     8:    0.000000    0.166667    0.666667    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.16487   -0.04636   -0.27438   -0.86851    0.15378   -0.65727   -0.21123   -0.43925    0.69521
  17     0.19391   -0.00860   -0.24582   -0.88491    0.14559   -0.68240   -0.20251   -0.43973    0.71009
  18     0.22469    0.01295   -0.22094   -0.91903    0.14777   -0.70729   -0.21174   -0.44563    0.72410
  19     0.25147    0.06163   -0.19352   -0.90371    0.12815   -0.71387   -0.18984   -0.44500    0.74065
  20     0.25951    0.06416   -0.18688   -0.92377    0.13178   -0.72841   -0.19536   -0.44639    0.74053
  21     0.30829    0.12188   -0.13882   -0.96315    0.12281   -0.77674   -0.18641   -0.44711    0.75161
  22     0.47953    0.72092    0.10483   -0.39928   -0.21055   -0.64068    0.24140   -0.37470    0.79791
  23     0.50490    0.75250    0.12915   -0.43976   -0.21744   -0.68735    0.24760   -0.37575    0.78115
  24     0.57301    0.82119    0.19811   -0.46545   -0.21724   -0.71362    0.24818   -0.37491    0.78867
  25     0.61841    0.87110    0.24089   -0.50102   -0.22418   -0.75371    0.25269   -0.37751    0.76441
  26     0.64849    0.91406    0.27171   -0.54791   -0.23549   -0.81348    0.26557   -0.37678    0.74869
 
k-point #     9:    0.000000    0.166667    0.833333    0.055556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.15779   -0.05895   -0.28026   -0.88469    0.16032   -0.66795   -0.21674   -0.43805    0.68677
  17     0.17019   -0.04231   -0.26782   -0.88963    0.15667   -0.67713   -0.21250   -0.43801    0.69324
  18     0.20867    0.00304   -0.23398   -0.91152    0.14510   -0.70589   -0.20563   -0.44264    0.71601
  19     0.25595    0.05917   -0.19033   -0.91327    0.13329   -0.71648   -0.19679   -0.44629    0.73989
  20     0.26578    0.08859   -0.17798   -0.88331    0.11780   -0.70612   -0.17720   -0.44376    0.74849
  21     0.32116    0.13626   -0.12647   -0.96933    0.12075   -0.78444   -0.18489   -0.44763    0.75336
  22     0.47814    0.72422    0.10424   -0.40044   -0.21415   -0.64652    0.24608   -0.37390    0.79585
  23     0.50021    0.73706    0.12248   -0.45795   -0.20923   -0.69480    0.23684   -0.37774    0.78119
  24     0.59531    0.81595    0.21335   -0.37569   -0.19894   -0.59633    0.22064   -0.38196    0.79979
  25     0.62888    0.88955    0.25308   -0.52498   -0.22982   -0.78566    0.26067   -0.37580    0.76209
  26     0.66669    0.93895    0.28976   -0.55647   -0.24209   -0.82873    0.27226   -0.37693    0.74175
 
k-point #    10:    0.000000    0.333333    0.333333    0.027778
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.15438   -0.05861   -0.28392   -0.84011    0.15647   -0.62712   -0.21299   -0.43830    0.68987
  17     0.18889   -0.02305   -0.25306   -0.90591    0.15151   -0.69396   -0.21194   -0.44195    0.70557
  18     0.18889   -0.02305   -0.25302   -0.90591    0.15154   -0.69396   -0.21194   -0.44191    0.70534
  19     0.27413    0.08903   -0.17035   -0.92896    0.12448   -0.74385   -0.18510   -0.44448    0.74518
  20     0.30716    0.12260   -0.13937   -0.95973    0.12174   -0.77517   -0.18456   -0.44653    0.75176
  21     0.30716    0.12260   -0.13936   -0.95973    0.12175   -0.77517   -0.18456   -0.44652    0.75172
  22     0.48770    0.71504    0.10867   -0.43057   -0.20168   -0.65791    0.22734   -0.37903    0.78997
  23     0.49785    0.76515    0.12672   -0.39010   -0.23149   -0.65740    0.26730   -0.37113    0.78702
  24     0.60808    0.86005    0.23149   -0.54377   -0.22237   -0.79574    0.25197   -0.37660    0.76730
  25     0.61796    0.87277    0.24262   -0.51001   -0.22368   -0.76483    0.25481   -0.37534    0.76969
  26     0.61796    0.87277    0.24261   -0.51001   -0.22368   -0.76483    0.25481   -0.37535    0.76965
 
k-point #    11:    0.000000    0.333333    0.500000    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.13544   -0.08431   -0.30116   -0.83862    0.16473   -0.61887   -0.21974   -0.43660    0.67791
  17     0.20492   -0.00677   -0.23956   -0.91269    0.14858   -0.70100   -0.21169   -0.44448    0.71579
  18     0.20950    0.00217   -0.23472   -0.91041    0.14487   -0.70309   -0.20733   -0.44422    0.71899
  19     0.28077    0.09515   -0.16406   -0.93703    0.12464   -0.75140   -0.18562   -0.44483    0.74651
  20     0.29165    0.10933   -0.15320   -0.94173    0.12156   -0.75941   -0.18233   -0.44486    0.74956
  21     0.31603    0.13582   -0.13024   -0.95315    0.11794   -0.77294   -0.18021   -0.44627    0.75416
  22     0.48635    0.70959    0.10655   -0.42816   -0.19858   -0.65140    0.22324   -0.37980    0.79114
  23     0.50800    0.77791    0.13654   -0.40120   -0.23427   -0.67111    0.26991   -0.37146    0.78148
  24     0.57223    0.81977    0.19744   -0.50977   -0.21631   -0.75730    0.24753   -0.37479    0.78528
  25     0.59940    0.84827    0.22370   -0.50551   -0.21846   -0.75438    0.24887   -0.37569    0.77641
  26     0.61720    0.87212    0.24150   -0.52664   -0.22410   -0.78156    0.25492   -0.37571    0.76566
 
k-point #    12:    0.000000    0.333333    0.666667    0.055556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.15074   -0.06379   -0.28796   -0.85177    0.15727   -0.63723   -0.21453   -0.43870    0.68797
  17     0.19987   -0.01560   -0.24393   -0.90357    0.15300   -0.68810   -0.21547   -0.44379    0.71210
  18     0.22640    0.02697   -0.21873   -0.90151    0.13667   -0.70208   -0.19944   -0.44513    0.73016
  19     0.23843    0.04702   -0.20366   -0.90790    0.13299   -0.71649   -0.19140   -0.44208    0.73238
  20     0.29802    0.10849   -0.14930   -0.95745    0.12551   -0.76792   -0.18953   -0.44732    0.75001
  21     0.31420    0.13540   -0.13147   -0.95081    0.11730   -0.77200   -0.17880   -0.44567    0.75388
  22     0.48290    0.71177    0.10514   -0.41844   -0.20180   -0.64730    0.22887   -0.37776    0.79594
  23     0.51369    0.77402    0.13962   -0.42751   -0.22784   -0.68784    0.26034   -0.37407    0.77667
  24     0.57768    0.82795    0.20204   -0.48776   -0.21989   -0.73803    0.25027   -0.37564    0.77919
  25     0.58552    0.83570    0.21086   -0.51454   -0.21857   -0.76472    0.25018   -0.37466    0.77989
  26     0.62725    0.88465    0.25126   -0.53712   -0.22676   -0.79453    0.25740   -0.37599    0.76096
 
k-point #    13:    0.000000    0.500000    0.500000    0.013889
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.11501   -0.11126   -0.31963   -0.83027    0.17376   -0.60400   -0.22627   -0.43465    0.67306
  17     0.22083    0.00940   -0.22613   -0.92929    0.14564   -0.71786   -0.21143   -0.44696    0.72426
  18     0.22083    0.00940   -0.22610   -0.92929    0.14566   -0.71786   -0.21143   -0.44693    0.72408
  19     0.28181    0.10189   -0.16137   -0.93085    0.12122   -0.75093   -0.17992   -0.44317    0.74732
  20     0.28181    0.10189   -0.16136   -0.93085    0.12123   -0.75093   -0.17992   -0.44316    0.74726
  21     0.33833    0.15842   -0.10881   -0.97445    0.11662   -0.79454   -0.17991   -0.44714    0.75573
  22     0.47608    0.69587    0.09606   -0.41064   -0.19557   -0.63042    0.21978   -0.38002    0.79630
  23     0.51343    0.79150    0.14302   -0.39657   -0.24094   -0.67463    0.27807   -0.37041    0.77821
  24     0.55622    0.80353    0.18233   -0.49718   -0.21525   -0.74449    0.24731   -0.37389    0.79279
  25     0.60973    0.86210    0.23428   -0.52678   -0.22136   -0.77915    0.25237   -0.37545    0.76938
  26     0.60973    0.86210    0.23428   -0.52678   -0.22137   -0.77915    0.25237   -0.37546    0.76934
 
k-point #    14:    0.166667    0.333333    0.500000    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.16274   -0.04636   -0.27658   -0.84945    0.15167   -0.64036   -0.20910   -0.43932    0.69678
  17     0.18660   -0.02938   -0.25584   -0.89950    0.15470   -0.68351   -0.21599   -0.44245    0.70382
  18     0.20431   -0.00076   -0.23755   -0.90384    0.14553   -0.69876   -0.20507   -0.44186    0.71464
  19     0.27114    0.08175   -0.17442   -0.92567    0.12723   -0.73628   -0.18939   -0.44556    0.74406
  20     0.28139    0.09368   -0.16452   -0.93570    0.12531   -0.74799   -0.18771   -0.44591    0.74683
  21     0.30919    0.12613   -0.13707   -0.96038    0.12066   -0.77732   -0.18306   -0.44626    0.75236
  22     0.48726    0.72674    0.11139   -0.40959   -0.20994   -0.64907    0.23948   -0.37587    0.79342
  23     0.50412    0.75274    0.12846   -0.43068   -0.21837   -0.67930    0.24862   -0.37566    0.78180
  24     0.59255    0.83900    0.21583   -0.46090   -0.21751   -0.70735    0.24645   -0.37672    0.78049
  25     0.59337    0.84548    0.21829   -0.52386   -0.22087   -0.77597    0.25211   -0.37508    0.77545
  26     0.63131    0.88925    0.25509   -0.53416   -0.22758   -0.79211    0.25795   -0.37622    0.76023
 
k-point #    15:    0.166667    0.333333    0.666667    0.111111
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.16229   -0.04399   -0.27743   -0.84424    0.14848   -0.63796   -0.20628   -0.43972    0.69908
  17     0.17645   -0.04528   -0.26514   -0.89488    0.16088   -0.67316   -0.22172   -0.44159    0.69485
  18     0.22654    0.02791   -0.21645   -0.90694    0.13851   -0.70831   -0.19862   -0.44299    0.72670
  19     0.25571    0.05888   -0.19038   -0.93017    0.13346   -0.73335   -0.19683   -0.44609    0.73833
  20     0.29633    0.11397   -0.14890   -0.94720    0.12120   -0.76484   -0.18236   -0.44522    0.75083
  21     0.30995    0.12687   -0.13678   -0.94824    0.12013   -0.76515   -0.18308   -0.44673    0.75340
  22     0.49350    0.72123    0.11450   -0.43670   -0.20198   -0.66443    0.22773   -0.37900    0.78853
  23     0.50450    0.76560    0.13165   -0.40972   -0.22734   -0.67081    0.26109   -0.37286    0.78374
  24     0.57042    0.82080    0.19650   -0.49717   -0.21811   -0.74754    0.25038   -0.37392    0.78683
  25     0.59380    0.84335    0.21751   -0.50485   -0.21980   -0.75440    0.24955   -0.37628    0.77393
  26     0.62461    0.88145    0.24851   -0.53558   -0.22635   -0.79243    0.25684   -0.37610    0.76107
 
k-point #    16:    0.166667    0.500000    0.666667    0.055556
 state    E_KS      E_HF       E_GW       Sx         Sc         Vxc         DE_HF        DE_GW       Znk
  16     0.13713   -0.08288   -0.29982   -0.84304    0.16450   -0.62303   -0.22001   -0.43695    0.67816
  17     0.18890   -0.02325   -0.25431   -0.88971    0.15015   -0.67756   -0.21214   -0.44320    0.70813
  18     0.23466    0.02926   -0.21186   -0.92881    0.14079   -0.72341   -0.20540   -0.44652    0.73061
  19     0.26504    0.07510   -0.17963   -0.92950    0.12878   -0.73956   -0.18994   -0.44467    0.74168
  20     0.28541    0.10735   -0.15758   -0.93147    0.11971   -0.75341   -0.17806   -0.44298    0.74851
  21     0.33277    0.15141   -0.11446   -0.97005    0.11788   -0.78869   -0.18137   -0.44724    0.75500
  22     0.49256    0.71935    0.11300   -0.43189   -0.20173   -0.65868    0.22679   -0.37956    0.78772
  23     0.51141    0.77841    0.13892   -0.40919   -0.23258   -0.67620    0.26701   -0.37249    0.77898
  24     0.56302    0.80975    0.18881   -0.49484   -0.21501   -0.74156    0.24672   -0.37421    0.79118
  25     0.58721    0.83503    0.21218   -0.50359   -0.21677   -0.75141    0.24782   -0.37503    0.78193
  26     0.61377    0.86699    0.23808   -0.53374   -0.22242   -0.78696    0.25322   -0.37569    0.76665
 
